高管姓名,性别,年龄,股票代码,职位,:LABEL,PersonId:ID
郭飏,男,53,002045,独立董事,人,1000599
沈肇章,男,54,002045,独立董事,人,1000600
刘杰生,男,50,002045,独立董事,人,1000601
张思民,男,56,000078,"董事局主席,董事",人,1000602
张锋,男,46,000078,"董事局副主席,董事",人,1000603
刘占军,男,60,000078,董事,人,1000604
许战奎,男,55,000078,董事,人,1000605
刘来平,男,48,000078,独立董事,人,1000606
詹伟哉,男,54,000078,独立董事,人,1000607
谷杨,女,55,000078,独立董事,人,1000608
张代铭,男,56,000756,"董事长,执行董事",人,1000609
杜德平,男,49,000756,执行董事,人,1000610
任福龙,男,56,000756,非执行董事,人,1000611
赵斌,男,59,000756,非执行董事,人,1000612
徐列,男,53,000756,非执行董事,人,1000613
杜冠华,男,62,000756,独立非执行董事,人,1000614
陈仲戟,男,45,000756,独立非执行董事,人,1000615
李文明,男,44,000756,独立非执行董事,人,1000616
张泽民,男,55,002291,"董事长,董事",人,1000617
于洪涛,男,51,002291,"副董事长,董事",人,1000618
李刚,男,52,002291,董事,人,1000619
李莹,女,51,002291,独立董事,人,1000620
梁彤缨,男,57,002291,独立董事,人,1000621
黄劲业,男,39,002291,独立董事,人,1000622
苏毅,男,49,603970,"董事长,董事",人,1000623
黄柏集,男,40,603970,董事,人,1000624
康凯,男,42,603970,董事,人,1000625
李明光,男,47,603970,董事,人,1000626
浦颖,女,49,603970,董事,人,1000627
杨剑,女,44,603970,董事,人,1000628
花荣军,男,42,603970,独立董事,人,1000629
杨伟国,男,49,603970,独立董事,人,1000630
潘爱香,女,56,603970,独立董事,人,1000631
李平,男,51,300353,"董事长,董事",人,1000632
薛百华,男,49,300353,董事,人,1000633
宛晨,男,45,300353,董事,人,1000634
刘志耕,男,55,300353,独立董事,人,1000635
佟琼,女,49,300353,独立董事,人,1000636
王文海,男,51,300353,独立董事,人,1000637
张许科,男,55,603566,"董事长,董事",人,1000638
孙进忠,男,53,603566,"副董事长,董事",人,1000639
秦德超,男,47,603566,董事,人,1000640
宋永军,男,50,603566,董事,人,1000641
胡伟,男,45,603566,董事,人,1000642
马随营,男,45,603566,董事,人,1000643
金宁一,男,62,603566,独立董事,人,1000644
邹欣,女,53,603566,独立董事,人,1000645
魏刚,男,43,603566,独立董事,人,1000646
齐美胜,男,50,601808,"董事长,执行董事",人,1000647
曹树杰,男,54,601808,执行董事,人,1000648
孟军,男,58,601808,非执行董事,人,1000649
张武奎,男,59,601808,非执行董事,人,1000650
王桂埙,男,67,601808,独立非执行董事,人,1000651
罗康平,男,64,601808,独立非执行董事,人,1000652
方中,男,66,601808,独立非执行董事,人,1000653
袁小平,男,55,000613,"董事长,董事",人,1000654
汪宏娟,女,42,000613,董事,人,1000655
唐山荣,男,39,000613,董事,人,1000656
唐国平,男,54,000613,独立董事,人,1000657
吴涛,男,40,000613,独立董事,人,1000658
刘祥华,男,55,300216,"董事长,董事",人,1000659
钟波,男,53,300216,董事,人,1000660
王国华,男,52,300216,董事,人,1000661
刘燕,男,51,300216,董事,人,1000662
邓铁山,男,52,300216,董事,人,1000663
付慧龙,男,46,300216,董事,人,1000664
杨春平,男,52,300216,独立董事,人,1000665
金益平,男,53,300216,独立董事,人,1000666
石青辉,女,54,300216,独立董事,人,1000667
陈宝,男,56,600960,"董事长,董事",人,1000668
林风华,男,54,600960,"副董事长,董事",人,1000669
季军,男,48,600960,董事,人,1000670
闫小雷,男,43,600960,董事,人,1000671
尚元贤,女,52,600960,董事,人,1000672
高月华,男,54,600960,董事,人,1000673
陈更,男,42,600960,董事,人,1000674
贾丛民,男,64,600960,独立董事,人,1000675
魏安力,男,65,600960,独立董事,人,1000676
于光,男,63,600960,独立董事,人,1000677
熊守美,男,52,600960,独立董事,人,1000678
周洪江,男,54,000869,"董事长,董事",人,1000679
曲为民,男,61,000869,董事,人,1000680
奥古斯都·瑞纳,男,78,000869,董事,人,1000681
阿尔迪诺·玛佐拉迪,男,66,000869,董事,人,1000682
阿皮纳尼·安东尼奥,男,,000869,董事,人,1000683
孙利强,男,71,000869,董事,人,1000684
冷斌,男,55,000869,董事,人,1000685
张明,男,45,000869,董事,人,1000686
尉安宁,男,55,000869,董事,人,1000687
王仕刚,男,53,000869,独立董事,人,1000688
王竹泉,男,53,000869,独立董事,人,1000689
刘艳,女,45,000869,独立董事,人,1000690
罗飞,男,66,000869,独立董事,人,1000691
陆永华,男,55,601222,"董事长,董事",人,1000692
沈凯平,男,62,601222,"副董事长,董事",人,1000693
虞海娟,女,46,601222,董事,人,1000694
陆永新,男,58,601222,董事,人,1000695
蔡克亮,男,43,601222,独立董事,人,1000696
贾丽娜,女,51,601222,独立董事,人,1000697
黄大森,男,65,601222,独立董事,人,1000698
吴福胜,男,53,600063,"董事长,董事",人,1000699
孙先武,男,50,600063,董事,人,1000700
吴尚义,男,53,600063,董事,人,1000701
吴霖,男,53,600063,董事,人,1000702
张正和,男,53,600063,董事,人,1000703
高申保,男,53,600063,董事,人,1000704
方福前,男,64,600063,独立董事,人,1000705
张传明,男,63,600063,独立董事,人,1000706
汪莉,女,52,600063,独立董事,人,1000707
程凡贵,男,57,002157,"董事长,董事",人,1000708
林印孙,男,54,002157,董事,人,1000709
刘道君,男,46,002157,董事,人,1000710
黄新建,男,65,002157,独立董事,人,1000711
李汉国,男,62,002157,独立董事,人,1000712
李民,男,56,600599,"董事长,董事",人,1000713
黄叶璞,男,37,600599,董事,人,1000714
潘笛,女,44,600599,董事,人,1000715
韩煦,男,35,600599,董事,人,1000716
韩丽伟,女,55,600599,独立董事,人,1000717
孙健,男,36,600599,独立董事,人,1000718
戴稳胜,男,49,600599,独立董事,人,1000719
马郑玮,男,38,600599,独立董事,人,1000720
张强,男,44,600433,"董事长,董事",人,1000721
钟天崎,男,39,600433,"副董事长,董事",人,1000722
洪军,男,59,600433,董事,人,1000723
姚松涛,男,48,600433,董事,人,1000724
刘雨露,男,44,600433,董事,人,1000725
任小平,男,46,600433,董事,人,1000726
刘来平,男,48,600433,独立董事,人,1000727
刘文,男,53,600433,独立董事,人,1000728
李耀,男,60,600433,独立董事,人,1000729
吕小侠,女,58,600433,独立董事,人,1000730
聂景华,男,65,300095,"董事长,董事",人,1000731
曹明生,男,39,300095,董事,人,1000732
陈凤菊,女,61,300095,董事,人,1000733
聂璐璐,女,35,300095,董事,人,1000734
曾志勇,男,41,300095,董事,人,1000735
周崎,男,46,300095,董事,人,1000736
冯华,男,50,300095,独立董事,人,1000737
刘莹,女,61,300095,独立董事,人,1000738
付国章,男,50,300095,独立董事,人,1000739
周斌全,男,55,002507,"董事长,董事",人,1000740
韦永生,男,42,002507,董事,人,1000741
袁国胜,男,39,002507,董事,人,1000742
兰云祥,男,42,002507,董事,人,1000743
张建余,男,55,002507,董事,人,1000744
向文豪,男,59,002507,董事,人,1000745
蒋和体,男,55,002507,独立董事,人,1000746
王建新,男,48,002507,独立董事,人,1000747
王志勇,男,50,002507,独立董事,人,1000748
程源伟,男,53,002507,独立董事,人,1000749
赵平,男,52,002507,职工董事,人,1000750
杜简丞,男,36,002012,"董事长,董事",人,1000751
孙浩,男,46,002012,董事,人,1000752
蔡阳,男,38,002012,董事,人,1000753
景跃武,男,62,002012,董事,人,1000754
王磊,女,45,002012,董事,人,1000755
王白浪,男,59,002012,董事,人,1000756
俞波,男,46,002012,独立董事,人,1000757
居学成,男,48,002012,独立董事,人,1000758
余庆兵,男,51,002012,独立董事,人,1000759
吴东明,男,47,600126,"董事长,董事",人,1000760
孔祥胜,男,52,600126,"副董事长,董事",人,1000761
谢晨,男,57,600126,董事,人,1000762
刘安,男,57,600126,董事,人,1000763
吴黎明,男,53,600126,董事,人,1000764
于卫东,男,50,600126,董事,人,1000765
陈杭生,男,55,600126,独立董事,人,1000766
胡祥甫,男,55,600126,独立董事,人,1000767
王颖,女,42,600126,独立董事,人,1000768
魏亮,男,37,002442,"董事长,董事",人,1000769
刘飞舟,男,40,002442,董事,人,1000770
李英,女,55,002442,董事,人,1000771
庞雷,男,44,002442,董事,人,1000772
吕勤燕,女,43,002442,董事,人,1000773
吴洁平,女,34,002442,董事,人,1000774
刘冰洋,男,27,002442,董事,人,1000775
胡定核,男,55,002442,独立董事,人,1000776
邱峻,女,46,002442,独立董事,人,1000777
何继江,男,44,002442,独立董事,人,1000778
燕东来,男,34,600576,"董事长,董事",人,1000779
王衡,男,32,600576,董事,人,1000780
封国昌,男,45,600576,董事,人,1000781
陆京生,男,40,600576,董事,人,1000782
李有星,男,56,600576,独立董事,人,1000783
刘启亮,男,48,600576,独立董事,人,1000784
侯江涛,男,44,600576,独立董事,人,1000785
尹祥,男,48,002911,"董事长,董事",人,1000786
黄维义,男,67,002911,"副董事长,董事",人,1000787
殷红梅,女,51,002911,董事,人,1000788
雷炳钦,男,68,002911,董事,人,1000789
何汉明,男,62,002911,董事,人,1000790
邓敬荣,男,45,002911,董事,人,1000791
张建军,男,54,002911,独立董事,人,1000792
王晓东,男,58,002911,独立董事,人,1000793
单苏建,男,48,002911,独立董事,人,1000794
陈启伟,男,55,600825,"董事长,董事",人,1000795
吴晓晖,男,52,600825,"副董事长,董事",人,1000796
刘航,男,49,600825,董事,人,1000797
李翔,男,47,600825,董事,人,1000798
程峰,男,47,600825,董事,人,1000799
李爽,女,47,600825,董事,人,1000800
盛雷鸣,男,48,600825,独立董事,人,1000801
林利军,男,45,600825,独立董事,人,1000802
王悦,女,40,600825,独立董事,人,1000803
曾国华,男,51,000886,"董事长,董事",人,1000804
郭强,男,47,000886,董事,人,1000805
夏亚斌,男,52,000886,董事,人,1000806
刘忠信,男,56,000886,董事,人,1000807
童威,男,48,000886,董事,人,1000808
徐晓杰,男,50,000886,独立董事,人,1000809
胡国柳,男,50,000886,独立董事,人,1000810
许华山,女,,000886,独立董事,人,1000811
张德进,男,55,600761,"董事长,董事",人,1000812
杨安国,男,52,600761,"副董事长,董事",人,1000813
薛白,男,53,600761,董事,人,1000814
张孟青,男,55,600761,董事,人,1000815
周峻,男,43,600761,董事,人,1000816
邓力,男,55,600761,董事,人,1000817
李晓玲,女,60,600761,独立董事,人,1000818
罗守生,男,61,600761,独立董事,人,1000819
张圣亮,男,54,600761,独立董事,人,1000820
王征,男,55,000668,"董事长,董事",人,1000821
王焕新,女,50,000668,"副董事长,董事",人,1000822
楚建忠,男,61,000668,董事,人,1000823
殷建军,男,67,000668,董事,人,1000824
胡智,男,54,000668,独立董事,人,1000825
周展,女,57,000668,独立董事,人,1000826
周德元,男,71,000668,独立董事,人,1000827
谢冠宏,男,56,002655,"董事长,董事",人,1000828
赵政辉,男,,002655,董事,人,1000829
牛占岭,男,50,002655,董事,人,1000830
章调占,男,,002655,董事,人,1000831
邱士嘉,男,43,002655,董事,人,1000832
张林林,,42,002655,董事,人,1000833
张志学,男,51,002655,独立董事,人,1000834
王立彦,男,61,002655,独立董事,人,1000835
杨步湘,男,43,002655,独立董事,人,1000836
黄建军,男,54,600331,"董事长,董事",人,1000837
王延俊,男,45,600331,董事,人,1000838
帅巍,男,44,600331,董事,人,1000839
刘军,男,36,600331,董事,人,1000840
周佑乐,男,65,600331,董事,人,1000841
张必书,男,49,600331,董事,人,1000842
王仁平,男,48,600331,独立董事,人,1000843
杨天均,男,67,600331,独立董事,人,1000844
周建,男,54,600331,独立董事,人,1000845
徐永平,男,54,002205,"董事长,董事",人,1000846
卢兆东,男,45,002205,董事,人,1000847
刘崇生,男,61,002205,董事,人,1000848
姜少波,男,48,002205,董事,人,1000849
陈彤,男,50,002205,独立董事,人,1000850
汤洋,女,50,002205,独立董事,人,1000851
邓峰,男,48,002205,独立董事,人,1000852
胡波,男,53,002710,"董事长,董事",人,1000853
韩小红,女,51,002710,董事,人,1000854
韩圣群,男,46,002710,董事,人,1000855
王岑,男,45,002710,董事,人,1000856
王霖,男,50,002710,董事,人,1000857
李宏伟,男,56,002710,董事,人,1000858
于中一,男,74,002710,独立董事,人,1000859
杨镜,男,79,002710,独立董事,人,1000860
张宏久,男,64,002710,独立董事,人,1000861
赵文斌,男,44,600624,"董事长,董事",人,1000862
孔爱国,男,51,600624,董事,人,1000863
周曦,男,45,600624,董事,人,1000864
应炳兴,男,62,600624,董事,人,1000865
郑卫军,男,51,600624,独立董事,人,1000866
王仁荣,男,51,600624,独立董事,人,1000867
邵俊,男,50,600624,独立董事,人,1000868
林荣滨,男,50,300282,"董事长,董事",人,1000869
张昌楠,男,46,300282,"副董事长,董事",人,1000870
梁川,男,45,300282,"副董事长,董事",人,1000871
张辉,男,34,300282,董事,人,1000872
陈赛芝,女,54,300282,独立董事,人,1000873
陈金山,男,50,300282,独立董事,人,1000874
刘胤宏,男,41,300282,独立董事,人,1000875
许开华,男,52,002340,"董事长,董事",人,1000876
王敏,女,59,002340,董事,人,1000877
张旸,男,39,002340,董事,人,1000878
陈星题,男,56,002340,董事,人,1000879
李映照,男,56,002340,独立董事,人,1000880
吴树阶,男,56,002340,独立董事,人,1000881
刘训峰,男,53,900909,"董事长,董事",人,1000882
王霞,女,55,900909,董事,人,1000883
黄岱列,男,59,900909,董事,人,1000884
张逸民,男,63,900909,独立董事,人,1000885
沈启棠,男,67,900909,独立董事,人,1000886
段祺华,男,62,900909,独立董事,人,1000887
吴光胜,男,39,000687,"董事长,董事",人,1000888
潘忠祥,男,59,000687,"副董事长,董事",人,1000889
张沈卫,男,43,000687,董事,人,1000890
赵术开,男,42,000687,董事,人,1000891
曹健,男,62,000687,独立董事,人,1000892
谢维信,男,77,000687,独立董事,人,1000893
张玉川,男,60,000687,独立董事,人,1000894
陈阿裕,男,56,603008,"董事长,董事",人,1000895
沈冬良,男,47,603008,"副董事长,董事",人,1000896
杨刚,男,40,603008,董事,人,1000897
周伟成,男,54,603008,董事,人,1000898
何美云,女,54,603008,独立董事,人,1000899
何元福,男,63,603008,独立董事,人,1000900
陈悦天,男,32,603008,独立董事,人,1000901
于德翔,男,54,300001,"董事长,董事",人,1000902
宋国峰,男,46,300001,"副董事长,董事",人,1000903
屈东明,男,42,300001,董事,人,1000904
陈忠强,男,45,300001,董事,人,1000905
李振生,男,74,300001,董事,人,1000906
简兴福,男,68,300001,董事,人,1000907
孙建强,男,54,300001,独立董事,人,1000908
郑晓明,男,52,300001,独立董事,人,1000909
井润田,男,47,300001,独立董事,人,1000910
吴厚刚,男,54,002069,"董事长,董事",人,1000911
梁峻,男,39,002069,董事,人,1000912
邹建,男,47,002069,董事,人,1000913
王涛,男,50,002069,董事,人,1000914
赵志年,男,59,002069,董事,人,1000915
罗伟新,男,40,002069,董事,人,1000916
丛锦秀,女,50,002069,独立董事,人,1000917
陈本洲,男,55,002069,独立董事,人,1000918
吴晓巍,男,61,002069,独立董事,人,1000919
陈树文,男,63,002069,独立董事,人,1000920
吴子文,男,53,002593,"董事长,董事",人,1000921
吴志良,男,45,002593,董事,人,1000922
黄学诚,男,55,002593,董事,人,1000923
吴伟源,男,31,002593,董事,人,1000924
黄健雄,男,54,002593,独立董事,人,1000925
何璐婧,女,35,002593,独立董事,人,1000926
王凤洲,男,58,002593,独立董事,人,1000927
葛航,男,55,300451,"董事长,董事",人,1000928
张吕峥,男,47,300451,董事,人,1000929
胡燕,女,41,300451,董事,人,1000930
李寒穷,女,41,300451,董事,人,1000931
赵晔,女,47,300451,董事,人,1000932
应晶,男,47,300451,董事,人,1000933
江乾坤,男,44,300451,独立董事,人,1000934
杨建刚,男,59,300451,独立董事,人,1000935
凌云,男,56,300451,独立董事,人,1000936
王佳,女,49,002439,"董事长,董事",人,1000937
齐舰,男,58,002439,"副董事长,董事",人,1000938
严立,男,50,002439,董事,人,1000939
张媛,女,45,002439,董事,人,1000940
郑洪涛,男,52,002439,独立董事,人,1000941
王峰娟,女,49,002439,独立董事,人,1000942
曾军,男,50,002439,独立董事,人,1000943
杨秀彪,男,47,000404,"董事长,董事",人,1000944
朱金松,男,70,000404,董事,人,1000945
史强,男,50,000404,董事,人,1000946
王光全,男,44,000404,董事,人,1000947
何心坦,男,38,000404,董事,人,1000948
寇化梦,男,48,000404,董事,人,1000949
李余利,女,51,000404,独立董事,人,1000950
唐英凯,男,48,000404,独立董事,人,1000951
张蕊,女,56,000404,独立董事,人,1000952
李树朋,男,55,000957,"董事长,董事",人,1000953
